word v0 v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v67 v68 v69 v70 v71 v72 v73 v74 v75 v76 v77 v78 v79 v80 v81 v82 v83 v84 v85 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v97 v98 v99
ability 0.34402007351621366 0.43493741832528476 0.5908944399111041 -0.28276846838786646 -0.19357631395283997 0.16957770320233403 -1.087215194368527 0.009603949469493106 0.024382567365474516 -5.608255987101698e-05 -0.16184810793841956 -0.11989770966118488 0.1243253522822082 0.9584659050301938 0.11890854592680432 0.05125845930622316 0.06450184413419088 0.6268270996563855 0.9511437567047571 0.12668897438120533 -0.16218465058771162 -0.04606672247088334 -0.11301900020637622 -0.6063406704916939 -0.057943148236777056 0.1456591289122384 0.11366419366843915 -0.4877232848331912 -0.34497811278963303 0.3849715861140376 0.2106420360516814 -0.3180663953004832 -0.351370286420533 -0.06418200251482298 -0.3761394000727685 0.04663842062775536 0.3178511895949517 -0.1451021486538661 -0.07422301412916732 -0.05636615588100492 0.035452792655108034 -0.702106032050048 -0.18785036950412862 -0.29987309001513807 0.4637236906736574 -0.002133818122038151 0.2090268444723078 -0.05362625905079565 0.3007884699529713 -0.057904165242073515 -0.10966858933750816 0.06113061562830935 0.4283156319508286 0.12002948402109738 -0.3812333392325532 -0.1292699674168752 -0.08207003589353865 -0.08942182171443251 -0.7052898074486406 0.11372599710533646 0.2705699505870147 -0.33764795092677047 0.4773576132643243 0.1207682700347894 -0.05396776671159856 0.13298211062631768 0.2193700704331016 -0.41114012009075573 1.0 0.012381188470096054 0.07472902648748701 -0.061258477513844146 -0.531909853454318 -0.07857311512651102 0.1090740709770453 -0.16727668214814181 -0.07320071569340578 -0.4616631770512934 -0.0004738091659643106 0.07619437233534257 0.1467113677775869 0.09326010555371793 0.0039973142061787625 -0.08270612727969541 0.013801836491079076 0.41723691000379315 -0.6115008241898459 0.0691741273921298 -0.9390024315741194 -0.002168284869803789 0.03422237841443359 0.3185661374859669 -0.2008619692354332 -1.1066057435969452 0.19931776263986753 -0.5577887680777535 0.14207509356482179 -0.005811180361037178 -1.8992791096481159 0.17674584564552462
accomplished 0.04708032849071278 -0.06523384938574336 0.5156222285283146 -0.17325166615423512 -0.040690835055524864 -0.2951805798277308 -0.013177196875238686 -0.44674626984632104 -0.330624960166305 0.016683645789715935 0.27306240627474404 0.003065388087937843 0.007125847853575633 0.5445207806461421 0.025138002597994796 -0.04059574071413852 0.0021449528260771705 -0.07982163809935723 0.09633830450831797 -0.09247121987052996 0.03903765640061384 0.10637580453730579 -0.22612941991359645 -0.030914582236808354 0.3988934815582898 -0.030658048953090548 -0.056371229466290605 -0.20529623103862757 0.1642003269274355 -0.02024402994757861 -0.26822536197232566 -0.24011445139336945 -0.25066805808672965 -0.14928119047107283 0.20755139499465505 0.24454585826778893 0.29016806400193684 -0.055916376552662864 0.024958272811034663 -0.1278473425124405 -0.11970378603972515 0.2382789222644682 -0.07822039203944073 -0.22295982696244418 -0.05812406537357047 -0.10343265760339447 0.03086933848940972 -0.12141957776182499 0.23548760996207255 -0.03893846802673363 -0.18482524846428763 -0.20339276733133874 0.6459041563940355 0.16466833830280042 -0.1535736536289359 -0.08024449050171865 -0.20777227594166908 -0.1498625672193334 -0.2577420230010341 -0.24672138692663062 0.03664967962582582 -0.14027217682022275 0.09560948902414636 -0.01322129514774485 -0.030078860798509688 0.04265653285348407 -0.012610944585027869 0.03960282409129837 1.0 0.11611950417346727 -0.05894122427794428 -0.2082727246437904 0.15501685375162008 0.08110195435624144 -0.2658788271489772 -0.13525264989717814 -0.00846792424537525 0.138310735646196 0.09564605469680941 -0.058204068120857724 -0.08441899982439462 0.09650121670008091 0.011302622923402308 0.4782141422563238 0.12175456425195713 0.48958779264563473 -0.1508605606733707 -0.12518003551749407 -0.48470413783989924 -0.08731024802177442 0.18982770123750842 0.36946260599794484 0.08655420800531959 -0.2513714931213515 0.008474867552143389 -0.2340286259355191 0.2400945078729416 0.2872606455598404 -0.35921738880093007 -0.029032990685368465
angry 0.04772511333139949 0.06477864506909059 0.49361797931314316 -0.02699646494235537 -0.011847856717138778 0.2765334796512907 0.06973136138228067 -0.06051583541147226 -0.004250362410764701 0.007764091239208818 0.3035078631196073 -0.10804457430616507 0.1978309139203657 0.5556601904231214 -0.016028720906268216 0.007764043767761834 -0.34809440337836245 -0.01726833656801987 -0.15970108362644125 0.003308073057348688 0.024578013161264848 0.005641778290051731 0.14210717479273785 -0.1328039244006663 0.0835128237471863 -0.06815405812282864 0.02167764093536597 -0.16902053486713414 -0.018807309163432945 0.13062948892478018 0.200836780341394 0.030923542340197743 -0.08785070101684032 -0.06602095465352 -0.023771363750772472 0.20484548639494438 0.2864910929321826 0.17508412395880682 0.047496420661953226 -0.09730960019481857 -0.15080908096393825 0.2931581400132461 -0.08292310484496496 -0.0514236201779447 -0.24271722841254315 -0.010035064627224175 -0.004884328652948771 -0.04647484240950255 0.12892852488335305 0.08585774395203896 0.01963247729985925 -0.08515784195450926 0.38038745834933874 0.06672394103441652 -0.15018980510015145 0.07203309868653086 0.2206441830678451 -0.08952907198548492 -0.07597157290534541 0.13329336970955744 -0.14381975801386823 -0.15326291787388793 0.06321070129752918 -0.021900461197315896 0.05408933413889089 0.0906627936992364 0.03896310439150835 0.19023904978556405 1.0 0.05465453480765842 -0.2348186274696427 -0.05467835737253123 -0.20909524531809473 -0.09526126294604471 -0.08776755190782241 0.024912795178612238 0.011835189824280655 0.11736973767486988 0.03298602990261214 0.0481199744579003 -0.046125417503123364 0.10807636708951211 0.026178678072804336 0.3562218241774784 -0.0026735118297663853 0.2243838897483822 -0.08069608464611491 -0.004175059853961054 -0.0888732660331098 -0.019344362687886384 -0.04811697179953178 0.0704526655334467 0.056063578173524746 -0.1269940184597508 0.07837796873361638 -0.5420957517607632 0.05794181380621741 -0.2779844551758675 -0.6649414564173433 -0.0061249353583963835
apartment 0.10531120361166843 0.09980493551728023 0.9221846389812135 -0.6748455281332785 -0.32696872442800107 -0.1908682448717732 -0.3906521061576271 -0.7531806547510367 -0.19554364530667237 0.05812163473582692 -0.2575426651108417 -0.1707150225399594 -0.5392470084479662 0.964581294421703 -0.019855037172223883 0.00421660240587048 -0.2878928258599788 -0.1320082320389426 -0.4461383660318825 -0.5061342661250322 0.12841551534724613 -0.10589154512977714 -0.24597851398914047 -0.7392342679452256 -0.6647777763571086 -0.18036651249949653 -0.1288889028454723 0.005724703915555588 -0.4498843396548111 0.32953413403965626 -0.19781351638631114 -0.42349614834485855 -0.7592101794976592 -0.17192235425603777 -0.3073005625111876 -0.1792635968412351 -0.16344345427213058 -0.18188006026795384 0.04781653851743837 -0.4392679011620191 -0.09468818042660569 -0.7932909830376312 -0.31685296519306205 -0.67888720369995 0.029285805607496603 0.22475155658654716 -0.08853555539552492 0.02478912689612596 0.28065853384557216 -0.6272182921154237 0.1468922570061516 -0.7246787206077479 0.09907561859295226 0.26653052151015966 -0.25876332423483545 -0.20850311503496938 -0.12182213587567023 -0.6258999654188545 -0.5315441358755932 -0.21972167502840506 0.6271855241162255 -0.08731529123514244 0.13606628862886466 0.3687718600257157 -0.06788650335563069 0.2079018073635248 0.045245592141173685 -0.161810764700549 1.0 -0.6527312550829688 -0.5726653375155716 0.2554467540398469 -0.7710715374443993 -0.28104410976053207 -0.2436803227386177 0.1334808279788751 -0.3453601855373596 -0.16304383912778794 -0.19711268192223882 -0.10159315054811237 -0.0643414637829557 -0.4523605518061677 -0.24084243831906235 0.12709038378711973 -0.4508960465370002 0.4750134856092556 -0.6577397809158558 0.07157327358588157 -0.8841008366561078 -0.3387056972853851 -0.18786358329351208 0.10278261233924703 0.0383112690287839 -0.25581245230957456 -0.0709073339896472 -1.4744174867952273 0.21745463489461314 -0.33147426999338575 -1.535517079551918 -0.22870789628780577
applause 0.039928208587351514 0.0661191910418543 0.30460179746002003 -0.09598904834941589 -0.0569486784894076 -0.175481356896279 -0.03417547114293706 -0.18804542164700397 0.04438686293280223 -0.011341310492137744 0.09192355296836391 0.07319313850158839 -0.05397986651117849 0.31606362831860924 -0.03174684246546392 -0.014244502681115838 0.01851067909507425 0.07251977176991027 0.11453755256877259 0.11202614740805224 -0.0767120123366854 0.11877621336140266 -0.05659760890879562 -0.05355669046332744 -0.091677436349837 -0.13120069518198316 -0.061671421676394944 -0.2931140988490232 -0.06046376325009666 0.17045204784311707 0.0956842667171814 -0.1076635520916884 -0.14626201070922976 0.017355123499033526 -0.014466655072880686 -0.07237080256935834 -0.16050455670795502 0.07789435267729117 0.04059605559858949 0.015431771940086417 0.07058375889124856 0.03595655072584684 -0.051637301258907885 -0.11199093561458226 0.07703006771286519 -0.03867145702898794 0.0028345929029152967 0.040384783883144384 0.07907422137843173 -0.041388370420272096 -0.08123421308557269 0.0578124321557511 -0.10657962864148883 -0.05882042968938196 -0.024952253797149198 -0.07397263405740803 0.05133071758631665 -0.08531088271884833 0.0003027579517327252 0.10286426335795193 0.172393570689252 0.011820996238546893 -0.035815418736681606 0.06604666874404075 0.036284386307928455 -0.029453505866905098 0.1260078242428525 -0.0041087998179844655 1.0 0.007720870173590791 -0.08661871231612617 -0.04387096920216253 -0.16372154690855806 -0.3850408595025384 0.028235037255712473 0.0023279832986805543 -0.08887278756904236 0.012937821290276 0.04874615870210758 -0.0721550781141764 0.0023934891099397977 -0.16799517034200923 0.017082063671402515 0.27949588844643897 0.052034833686083144 0.20333443935956666 -0.08104043060738182 0.03107650179400384 -0.1281346321101402 -0.05374766869105854 -0.03432510490818167 0.17474817253686875 0.03988121416997576 0.02900682638143617 -0.003828138308071222 -0.15761530491623768 0.055835761578986454 -0.18244310983621942 -0.008747430885690004 -0.18751534583668222
argument 0.28173940408213083 -0.19371269296652283 0.4119265234016869 -0.27045971978734995 0.019668753622085634 -0.2004395723969294 0.15453751007371677 -0.10996517056370156 -0.04681804521462331 0.0967518634968185 -0.03839384601501285 -0.7530729405583393 -0.154387132198638 0.7389064129352226 -0.00075661529722085 -0.020538442919167017 -0.16484465251073185 -0.061752909709001665 -0.10060458145014158 0.03695839572374764 -0.2732319713947063 -0.009675322183936338 -0.3635675220465227 -0.38238698380205205 -0.07105770472469886 -0.009703271322481834 -0.05852729047351911 -0.06596844681040517 -0.13585578165140072 -0.18813370393650547 0.30761172693558536 -0.04950425139755234 -0.48126573283222795 -0.16797790395885015 -0.04130036733553787 0.3693389570442481 -0.01669845587345533 -0.06329992295145613 0.05952384210379321 -0.28532897821872377 -0.13803971947594587 0.0024665013559921818 -0.17923384391062677 -0.19958773693241177 0.19303153396086942 -0.20509272920912408 -0.044671901931852526 -0.010612541450636264 0.22992851220996507 -0.38098313718572696 -0.20866051332534466 -0.21965080460890446 0.6671360386251152 -0.02141683697824045 -0.06850621641253672 -0.25572085248631293 -0.09797191349781972 -0.08426861640652411 0.0938030331697703 -0.19630152505537998 -0.39734902282548523 0.13949912053848074 0.007781048543475892 0.1792359527232778 0.08380834959069582 0.2859092773031672 0.19912667211037313 -0.014638310477623283 1.0 0.03452780637885581 -0.3916340943006656 -0.0171453092981508 -0.10871419447187405 -0.12029584119664914 -0.18129272424328255 0.11091548149663549 -0.3089134709637303 -0.20391325202223073 0.32803021884738887 -0.07505599409806538 0.09688894159704915 0.03600686618520742 0.010292497020984247 0.274154937759033 -0.09660365326860613 0.3343246737393317 -0.4001961403673722 0.04075915820457922 -0.3716995789485159 -0.05044627334065268 -0.10459322025110566 0.1312566590753436 0.03033260379726269 -0.162865771702678 0.11616928447660545 -0.6007267138696658 0.1847536082225205 -0.11591803831343762 -0.09194705250491829 -0.2699912886996368
argumentatively -0.02003136952500678 0.04410301790366619 0.5077709977185653 -0.05998486524685675 0.18738675094634352 -0.08162176128188513 0.20504884932824138 0.13392172905472083 0.0970402973254077 0.010627597511850707 0.08680132457624577 -0.04904578986512213 0.0886346696680638 0.6459298613151868 0.05406277230492168 -0.030735005238763453 0.34789040614292505 0.03593555007887711 -0.25217027340106135 0.08046457731881422 -0.06065850863482874 0.08205784684367251 0.17655215307218788 0.08027667965114049 0.2574443598791649 0.19002423713282834 0.09747781359040593 0.07301032417039922 0.04239574499126161 0.0934256975725935 -0.11391664264870816 -0.0547219874667439 -0.1703484232162633 0.1022104097350738 0.4036565954833072 0.03136229580424844 -0.29890962630517726 -0.11748440028280252 0.0280479371488881 0.0014813367792199659 -0.09281333636589251 0.01901406527259581 -0.06969415974796046 0.16246711311532602 0.08034557670047471 0.07223497722958301 -0.11931898363464101 0.12163722030660602 0.48862085230078933 0.1768934841799641 -0.04123090025101908 0.011999156294519335 0.3875426172748907 0.1883102513235286 0.0032085123214351616 0.1739141255004602 0.1552110685907955 -0.008665242580054142 -0.09122309002908068 -0.03607142092973774 -0.032760762037364236 -0.1094420808586188 0.10873578681472408 0.20010830987603062 0.019160926012921933 -0.037140668098871225 0.11589900929504698 -0.10475531018912534 1.0 0.12406685940330488 -0.17113320860964162 -0.02322067258534198 0.24123783779541097 0.10768797365678688 -0.02602416711240435 0.02479651648681548 0.060461750999966014 -0.07709114597869503 0.24858401742400238 0.012260875361999792 -0.06668406336325912 -0.11566265042863903 0.04191957050397303 0.37138520949195286 -0.04096339303923438 0.3927564835716634 -0.09141094048859935 0.03618593592589172 -0.2668128985653722 0.0873196470789583 0.03540355701926432 0.31810209938709216 -0.08641713551713538 -0.3593003964176843 -0.029071824285961185 -0.2583380203030943 0.123547275076421 0.04834479687357599 -0.7239378686528791 0.06343005953176838
art 0.1324152712680957 -0.25513297688656233 0.5560587070189849 -0.1671678352821966 0.09818454690748135 0.5001821791370805 -0.668819042542837 -0.08057008924391981 -0.015848520965795476 -0.04042428178190196 -0.35167832719689457 0.029741519894542975 0.16316249629939483 1.0 0.026128433379074407 -0.009240663136651301 -0.5856417911377516 -0.1892074823811652 -0.09216471829816922 -0.21811824787156156 0.4536667532953516 0.21713318449705996 -0.22874502604169292 -0.29407704279934327 -0.8128815247700375 -0.4515632350037089 -0.2950579098660867 -0.6161536902185248 -0.3674193579467097 0.026730042290594516 -0.1039548030499063 -0.13924710900189127 -0.37014870922472354 0.059711823124732326 0.29484237068547875 -0.33163404200343777 -0.072020887242958 0.27383828985575587 0.06614885605708226 -0.5788018672705593 -0.26507638071018674 -0.418828852131097 -0.2962637133997559 -0.3341262813055259 0.0519596154347649 -0.313152371343758 -0.2339174052684055 0.053827535776658504 0.07608788001751558 -0.21382563680091854 -0.1005681878331967 -0.002756751776262651 0.1276079816553372 -0.08915292221482733 -0.42001182690529826 0.22869121192347164 -0.2368633471841489 -0.16156444747460041 -1.1526314479242672 -0.15711417386746912 0.06214532514802176 -0.2928941335594555 -0.041877475981160435 -0.12890204045412693 0.014853053721348425 -0.33498936967518567 0.05190281842526305 0.14111716728715118 -0.19053653937663093 0.17873563337733683 -0.4095711640877633 -0.06261639781502679 -0.7907906611198067 -0.7231803265163868 -0.21358022730360152 0.09107569809398769 -0.22200675948975138 0.20765787726185914 -0.2127013454337327 0.10898085156533728 -0.12025796526447578 0.36821250903350067 -0.02155376540131664 0.9447410580236979 0.30108871254114905 0.6074385636025303 -0.7280767290975312 0.22208376910918734 -0.9638983164332335 -0.4177808239286972 -0.09246762652345857 0.0214866916225721 0.09895963030995127 -0.7261070769529699 -0.03574071180807879 -0.31125792797847707 0.06568293122024338 -0.9164426153787603 -2.470651523402085 -1.002729476410045
attitude -0.09552778441307362 -0.0634832635219892 0.38385885522632374 -0.09712746750473145 0.09639247311541324 -0.12592390020492106 0.13226965168047275 -0.1483286065688243 -0.161155170428614 0.0004716971954309966 -0.004511711912309497 -0.07577203861770142 0.19319575296897573 0.4082850702033986 -0.02022101292329381 -0.006935950922556903 -0.1265797531484362 0.0557440392645822 -0.0026253670214078503 -0.05468976103013572 0.03450656619116837 0.001213459609555698 -0.007965610280823519 0.15358634248548436 0.17713343303354695 -0.005983689765391282 -0.06374688926510007 -0.07914233665181729 -0.09638380684959623 0.07846268594391047 0.015207053346153382 0.07212851704995966 -0.09098302992692196 -0.1820008681618279 -0.006713917832655227 0.125387846167417 0.07118343755021247 0.023443266059264216 0.0113137551841975 -0.15768141471145758 -0.03565653833315841 0.07177128811987527 -0.1664222789186335 -0.07640834832656043 0.01270117810919813 -0.08186560188197282 -0.006707741886154834 -0.0637161716469144 0.04934393026886126 -0.1314785781725205 -0.13999430138358532 -0.03679649703437489 0.42984693225357545 0.004002920053395761 -0.08587647853262077 0.027404584094608518 0.024704556272765823 -0.16093826181029905 -0.0916600250731907 0.07824433971042319 -0.018926358325474645 -0.2263357568582492 -0.025060662498347222 0.035591514794475324 -0.01438341290297801 0.037551630010058845 0.0255435789274722 -0.06753203848786375 1.0 0.0031833755097260353 -0.12272967623901315 -0.06600465335972024 -0.1943074983048508 0.04548843603898096 -0.06676209157344833 0.05150486772089339 0.00325726602636951 0.08164074615899786 0.013103680455959216 0.05025288858272518 0.015858493226931714 -0.10481853224950445 -0.008251642195836533 0.10678701691750084 0.012332647596157197 0.21516778845287707 -0.08291025806694989 0.07383022774515581 -0.0975062549292111 0.03356549630477721 -0.024722210479461576 0.03517402399671207 0.008079354259262577 -0.10521933277259023 0.06658579468939343 -0.3892166561121126 0.12311083003846073 0.009192853971846375 -0.4270022297619487 -0.25267903025129185
bag 0.1259240666384726 0.11603787752454507 0.28317756664345844 -0.36016796108830357 -0.045748179462956826 -0.06876906335847936 -0.441978735147018 -0.17585328241275824 -0.35324372383826347 -0.08147033991298527 -0.6519668494549283 -0.4725438504382144 -0.056406376929374946 1.0 -0.07233926144851381 -0.012447199598231031 0.4081503584051394 -0.11005918527600918 -0.2939412932252677 -0.09156052331902684 0.035446304513593534 -0.08396835763253843 -0.28807975943892533 -0.21822582482003555 -0.12001228983715598 0.07146769979234402 -0.19301789600107824 -0.2002314990932041 0.12593837530325355 -0.2055988749548519 0.006100435809657765 -0.4532215388124448 -0.4047719148276296 -0.1191024860229087 -0.15103220427755443 -0.1414152434362747 0.24950943527029124 -0.2996033836568553 0.051624208620851014 -0.10851584529242653 -0.1717679988208515 0.0326475895134703 -0.3310279322598003 -0.40577081053746905 0.272464157420738 -0.16570822802609114 -0.11714636203419078 -0.13905602668126188 -0.07984403111892113 -0.2359352038781694 -0.11151760156598915 -0.6367506885147944 0.11494025086172023 0.010804896836984691 -0.3200056339879884 0.08573960423928739 -0.06657123391289867 -0.25773395192308735 -0.0322813355423295 -0.16514894851437004 0.4691159574174657 -0.000986843061703454 -0.11460484951690979 0.1976966720253564 -0.03628831570872025 0.30415560215984627 0.08368854989808562 -0.21346824146669233 -0.18266457661559268 0.2932545857010779 0.031082321526783245 0.011263387777157097 0.4726211165018489 -0.04176602745951682 -0.22814396943239376 -0.10832461042540353 0.18711265031386604 -0.3137674536893485 0.177233088878534 -0.19085695452508067 -0.04408888512911159 -0.30991120391294363 -0.08871604515163459 -0.1954091329541615 -0.11296897207996853 0.10545206171677139 -0.24291442462100388 -0.13041265273566727 -0.5482006450429786 0.003142563543270276 -0.02169932738856358 0.21986069477747555 0.10279506065152128 -0.1103516573491457 -0.06357470684219682 -0.663610964357288 -0.03490758151494292 0.09522891659004296 -1.3478424734308776 0.27634998338267813
