word v0 v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v67 v68 v69 v70 v71 v72 v73 v74 v75 v76 v77 v78 v79 v80 v81 v82 v83 v84 v85 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v97 v98 v99
ability -0.016600172660252786 -0.09249194637934907 0.11574452392666242 -0.15654047370828472 -0.07651712262383052 -0.0747058025226955 0.3010338659799692 -0.28831930145470075 0.48702508811173634 0.25229962920409477 0.07186450157719704 0.03140720233979469 -0.031606998559723376 -0.06236852537872018 0.19582727575998166 0.31678909341546757 0.1532438353568997 -0.012455771258378996 -0.09826133037122249 0.4590200543680799 -0.17892589581386184 -0.04466323303660808 0.11305526652674433 -0.19611366019572665 0.4650863907290484 0.0706771083111927 0.06288006020422678 0.049739821778039844 0.14864600478729414 0.14396451079142858 0.42545402713324004 0.23588136443064164 0.2271603885554595 0.30153953927304944 0.07258025365084163 0.00639372626479314 0.232095629665693 0.3770036712784781 0.46490923222007496 0.27021586512961315 -0.0537029910118924 0.0778651439357884 0.15434832483695388 0.2729051518932196 0.029599212112516406 0.024798682591603616 -0.31426230407800343 0.2603677641759392 -0.0840166880297768 0.26224478976950255 0.18772075616481393 0.1565571671964581 0.19584401316510436 0.3315973159969819 -0.08848304952432709 0.2452200178514528 0.026567748874848782 0.19129451290444918 0.0935306276732264 -0.21025867526961534 0.3328949782762536 0.07589326790301895 0.3924850015888638 0.5414145812746367 0.09718270726331364 0.3396850401064759 -0.16209994512188397 0.03360624600700312 -0.009388395259514133 0.1318943920907749 0.09559736947912076 -0.01647978135768825 0.08566607827060498 0.17900545388413602 0.08090816519523263 0.01747551590971721 0.4394008439347739 0.9769121272128456 0.08881963301173745 -0.03789492205519215 0.2692798908986144 0.11235765425316888 0.09223799818340428 0.2277841412593596 -0.04232358205762846 1.0 0.29881518169787785 0.3796446331331385 0.33148001769304186 -0.215997341299328 0.20537031412766382 0.3843432503631993 0.08291100283885364 0.17299517854948118 -0.02333140280321916 -0.1756012925026951 -0.02540012357539117 0.12564871648814135 0.3206510922611688 0.11842744524865918
accomplished -0.9841664046819737 -0.08577397850428246 -0.12189164850438367 -0.21333574530187002 -0.8486161924426863 -0.285576370608907 0.11999651871034643 -0.6453600422293501 -0.341543868178364 -0.5366330330129492 -0.21039157050420504 -0.29782312267949546 -2.0088477062367933 -0.40363217890875497 -0.508987702753455 0.22147866204193753 0.3134800030104518 -0.03479893589699795 -0.45131416970887145 0.15979409880690915 -0.09305944703733236 -0.12286446892516972 -0.537016541288349 -0.16343246752594925 -0.15319021606343639 -0.1697924972872021 -0.4518008786647014 -0.24819501003837943 -0.22885759746716536 -0.3150409965237409 -0.1952049261778621 0.1549788541669358 -0.355987652127737 -0.2525932669631841 -0.3479337622490697 0.0004168859460411878 0.13412758446507816 -0.4186009378567793 0.054059480445701615 0.019802538545598478 -0.06564373589839298 -0.14603905964725136 -0.6265546492738969 0.2723865424462002 -0.24204054482085333 -0.3565652450574776 -0.0331113084309062 -0.28709856772504766 -0.6986610764553627 -0.18095611791211846 -0.3205654966726167 -0.35048963164106794 0.0168056001608645 0.0794214659544847 0.055992339182701946 0.14151192697689205 -0.35310098477924595 -0.05269744231272375 -0.024622378790037414 -0.2282580434466862 0.03697073660620629 -0.08359444512887618 -0.2134062444288177 0.5744134662226185 -0.14876448760043118 0.09764582284487165 -0.13243853177837375 -0.09250602948899625 -0.19155523632251836 0.6644435533279633 -0.0007178822688067096 0.1063898076353923 -0.1552449012893266 -0.524723214903953 0.31745704441747635 -0.6144310956415233 -0.715948492722287 0.6936857283016156 -0.4424325479345493 -0.5882939676100908 -0.6691650499919806 -0.39918743577291405 0.10696742422192256 0.10552190632966132 -0.23731195626737114 1.0 -0.7126506202754805 0.463631271876201 -0.26849822885599933 -0.33471439799166075 0.04741627109748091 0.03851674600162868 0.000619241191663087 -0.12477276875930728 -0.4490906744056156 -0.44451916345802767 -0.3359814696492047 -0.46317943085091284 -0.9457942734601835 -0.4376422401960329
angry -0.463740585346296 -0.18047938157255838 0.3507871597039703 -0.27808282063110684 -0.5368882688296565 -0.229470922524074 0.12550223085785847 -0.26613757258060355 0.033287958285561636 -0.13969778851964296 0.07535177726486209 -0.006428521414102179 -1.0044509505442103 -0.1844644309152134 0.22816063258380934 0.1858750823449845 -0.0657949181975878 0.004649142988285188 -0.29935323344679377 0.47834618817110974 -0.05013312876236824 0.45548672429734516 -0.04666235125671532 -0.15250538877208475 0.3402182345568188 0.07337737929727065 -0.0928814843518938 -0.31206656286635015 -0.38583910959349865 0.237512905018575 0.017144433794408453 0.6025975777294248 -0.20009342232108038 0.23761484462203544 -0.23026554577541283 -0.007416959873745097 0.25201593867252803 -0.3209838698290102 -0.1251761167183486 -0.12379969251297113 -0.0023381008413352234 -0.05734414983235826 -0.5760854592529367 -0.10714639862674298 -0.04552930246028308 -0.022220483843963128 0.03565539697850924 -0.22403244524746965 -0.08724257948024516 -0.063867914258597 0.31342833858937347 0.1953512558176263 0.14017128073851154 -0.1664141354376899 -0.35918841971916476 0.04108984576054966 -0.09073782476007634 -0.001395049044112244 0.3325910673490995 -0.19215636338067957 0.19198027140151322 0.135548056242708 -0.10234019124637579 0.5865892176795302 0.15654655991208002 -0.4469653006029758 -0.1625088648609741 0.20667769659167035 -0.11792333611498294 -0.13212139073615917 0.06844630162373228 0.061138447179837685 0.34830113137114577 0.11598333818868732 0.3654273700857979 0.0005362547957247267 -0.03727122336427197 0.4763915134873567 -0.1886179513294082 -0.24382108386466678 0.2921862963552757 -0.15599646101172318 -0.02879702081811242 0.10232244235812721 0.018399057044664036 1.0 0.2657359329868597 0.32062345128123054 0.03115460316771024 -0.024198214077687095 0.36990227924628954 -0.2683139385815456 0.08765078558164899 -0.08029269324869694 -0.3304357108901895 0.2283919961501198 0.05874624438701492 -0.35296888546601485 -0.8150143689661336 0.040594057938437574
apartment -1.3064643106775757 -0.22988511601918868 -0.08737427273545634 -0.20952205092328924 -0.4478510948377301 -0.3188100464793093 -0.010621990577190352 -0.6875830676396391 -0.08779317391212985 -0.3183815903772207 -0.04042352094172052 -0.30064699854980687 -2.034530697199092 -0.37358409915968066 -0.6445216884956113 0.035681445278976986 0.056795775723638225 0.24060929347647833 -0.7146428201428047 0.8933906989363689 -0.32663810576144725 -0.533509002083017 -0.5507226022275142 0.35304890380789533 0.260586050637384 -0.42542685466372154 0.05376027159806464 -0.22813206700307315 0.10730489458815604 -0.34065530420295015 -0.06038872955473708 0.2893020324440817 -0.4691090164158502 -0.1268376505871011 -0.6691663890697201 0.008995470307113429 -0.16068332938810603 -0.012631562921013601 -0.09687275566966144 -0.31975076442627076 -0.27363646065993685 -0.104793762661174 -0.9965484400799912 0.07063084787949332 -0.20132050886633934 -0.46323499363870585 0.04270611066097824 -0.17068203988919162 -1.1319537230553367 -0.4164072513170432 0.005047511662175924 -0.298093255926461 -0.011105498854013275 0.22631569768709123 -0.49041286671979273 -0.036275942353739966 -0.5631186503138376 -0.23440423840801808 -0.03944262331011149 -0.23931124615280577 -0.1038830079541437 0.020608495063328843 -0.4761152932394337 0.5792678838000691 -0.20211185889739317 -0.20038270889361698 -0.14355710451964118 -0.19392181240959128 -0.584414603243289 1.0 0.04927895013545855 0.10634467192696888 -0.1421708492290303 -0.4784179109096664 0.31331800776724544 -0.5035066161032572 -0.7580004607527616 0.4879476499709972 -0.730088001453374 -0.8549809819869578 -0.24454346136482963 -0.39981004356956695 0.17283157657316928 0.1615146633956352 -0.23357357500584983 0.5263393527439164 -0.6839153788884673 -0.22217168290148923 0.0016898853809031815 -0.20611788794948227 -0.12915150298552036 0.006494106306588096 0.12485032627368588 -0.12411155683034253 -0.5196322206675172 -0.021280732592418992 -0.36111068373607913 -0.4629707628411304 -1.3799072755389872 -0.15693565854202454
applause -0.13855966062472258 0.27329672426948687 0.09035203329811305 -0.019420794817853842 -0.07921184711678009 -0.13550467096666335 0.04482909643919298 0.005645691424478373 -0.039229871586823215 -0.2029829077774171 0.017198178612213812 -0.04792921896426188 -0.4051478914646331 0.047873481558591384 0.3182789607593852 -0.09764937922205803 0.10063548388928198 0.035778009747837264 -0.1562742295634065 0.5855542855706598 0.025098880397114786 0.3463898783661541 0.39475639854390526 -0.06059312018172078 0.23351805763699546 0.0273545329271757 0.048288146997857946 0.09877081636980291 0.030004436346701052 0.24804642278498112 0.19742437859789852 -0.1739447040824874 -0.4159560106540091 -0.02469481366577805 -0.09507583624087311 0.0010391109444062518 -7.037826418483114e-05 0.31712566312859913 0.3061854064538915 -0.008133644925647837 0.025985308936074265 -0.019531685324248267 -0.05648802249692592 -0.0016669687630959495 0.12759814116333973 -0.09648152909914079 0.04599530171472074 -0.03823565129356334 -0.08143730617413454 -0.10574248169458628 0.08686563538926925 0.1907155973072966 0.3242962149230997 0.417804934915806 -0.005649375501419977 0.5923613029091959 -0.1029336880073526 0.15831142968797804 -0.028317207316695014 0.13735597170457406 0.24135961712607434 -0.024258617773982194 -0.02860520249941077 0.3604574510538061 -0.016747217357067055 -0.01274227790198361 0.057997513567162096 -0.004155851393942133 0.07250848209877957 -0.15039655045943554 -0.007361986860735527 -0.010471532275323171 0.11516406127376937 0.05442808366441637 0.25871578656893457 0.18832709882481138 0.029439157382454444 1.0 -0.4540384237908557 -0.19575876732865694 0.11038956462397456 -0.1268164460436213 0.12002045562141334 0.085148329574574 -0.10105954184993653 0.7315238032883246 0.07077001743119275 0.2613254848696096 -0.2214582036793175 -0.15933793490182155 -0.10393839037461901 0.07846195268331961 0.028584076379211766 0.2063525205287201 -0.021220846489558715 0.26711976457896175 0.11211384693998416 -0.3741583541516509 -0.7691124570598276 -0.14237011886433076
argument -0.6393943499539121 0.005189190653670943 0.15462145886446607 -0.1363309239580695 -0.09538268362712062 0.11609074052023065 0.316556334879688 -0.21460381995982142 0.24952297798356377 0.17027024888510223 -0.060776020568790765 -0.2751981515941774 -0.23403315412111717 -0.15119840280126973 0.40803688696608387 0.1296881905716723 -0.013582714862450265 -0.023778467861582952 0.11937307095405254 0.05933070577892268 0.2676646330491829 1.0 0.49093364236110465 -0.11748329594787378 0.3281839959421857 -0.01707586728328492 -0.27429083395531273 -0.15338467270600592 0.034486588127848675 0.2768649671014828 0.40607463938557453 0.6236756351885451 0.014905660352450511 0.23570030398703581 0.1343973960828338 -0.009172297953183398 0.008162724406693743 -0.07874670260293329 0.5948955465865249 -0.023150759258868763 0.09408902527182211 -0.019912378858066307 -0.2699524327653119 -0.3094814604409238 -0.07185658990754627 0.030548911421653564 0.9290141684468594 0.2014886870466158 -0.24267987139420852 0.09968719586015236 0.02527612542574147 0.13130678511783098 0.005875080369271822 -0.21048018135335667 0.22803629553939866 0.09915366199880177 0.6693463080394475 0.1490462974062677 0.3485071169123677 -0.07192670817877278 0.0968065619579253 0.03933542036045474 -0.0052258286655052335 0.3448180917524257 0.02275557658892658 0.1320371188076294 -0.17432250070267474 0.3378275436875118 0.0010706398578722977 -0.6532414523933383 0.07453052197004219 0.28128205522203914 -0.10279966214956943 0.2479886792132176 0.5704140308257989 0.1247911752441585 -0.04093578426774661 0.7208258765221758 -0.03373865008183594 -0.03812369918471711 0.2417840742985504 -0.32987335085266434 0.05168342654878245 0.23308918647314092 -0.3157337281712381 0.8901276294226629 0.1786767110114215 0.5733774159371877 -0.10470533312688417 -0.1058699798220652 0.10383785222061577 0.08299234641125931 0.07388584266779084 -0.2090827450989285 0.0549249298918928 0.3723741376990804 0.20179656098324641 0.019948679864573837 -0.4163106010304089 -0.014047283247008137
argumentatively -0.16795902647381822 0.08209629862543323 0.2727586612331495 -0.12551113390419805 -0.3661573931516677 -0.0016434952392489406 0.2155716569416179 -0.03402215849643366 0.33171249512379286 -0.02165815140924317 0.016715813175078535 -0.01670479853243547 -0.9286381792251185 -0.10206033471246558 0.05683224032461737 0.3659158113147599 0.3599358136349728 -0.06261265998270948 -0.13881417339299873 0.2431718894454962 -0.025838969449746296 0.06568719229799479 0.0627811233826136 -0.06787602488247842 0.2108109089622633 0.08221939719954521 0.49759257574390214 0.07496522613812301 -0.061197793592248785 0.10310480921963652 0.1611520174786796 0.6781716318424407 0.007178630674476163 0.04461732171544325 -0.09733157250905464 0.0012082662365704598 0.39003917885237077 0.2679810388181289 0.04942496196454071 0.1550565504717084 0.07574746121766816 0.06415893268733916 0.059887285631922034 0.3944870573374481 -0.10955988430037562 0.2124272404055316 0.20258497350888122 0.23428269310863645 -0.2129934193544302 0.16447029311578254 0.13380126075468093 0.11477324112345746 0.29384868997025015 0.27180034690243504 0.036971528538731646 0.1999958892239522 0.17456768926874772 0.11413723047139997 0.021239080739354498 -0.1525782232361015 0.3979616014283736 -0.033476553344200966 -0.14920984268573687 0.6439507987943248 0.13906559261943804 0.10852654861471951 -0.009885026174565877 0.00034240760280635575 0.008045600453199658 0.5331783010581732 -0.04696602893174386 -0.03002421009418135 0.22290919870771392 0.05243861696644216 0.21785573090676394 0.3473371399703143 -0.0974224603717231 0.8621403351912121 -0.019906685987758597 -0.18769722587430995 0.30229712190212316 -0.088681831074738 0.34599511588658277 0.007643094160703133 -0.07183753240085794 1.0 0.12338329888599592 -0.004760840532736866 0.17514782827665015 -0.007191531436120491 0.17743382044438266 0.12817883506573766 0.03470079789065749 0.2764946193434633 0.014060155534219803 -0.037140180554801686 0.014357785200670525 0.2382789932822753 -0.30582069471213 0.22803857714260028
art -0.2795050693806904 0.22266043681552805 0.2161190316393554 -0.33970690879159826 -0.301733127071077 -0.19484825559843613 0.14804527704858345 -0.6225420082825965 0.17945700169759218 -0.0738962868031375 -0.09749156906311482 -0.17781408406144247 -0.7701444706654295 -0.22291525682523802 0.08947671791428688 0.19918281454905598 0.0895852993129609 -0.17950721381466225 -0.07242347882392888 0.394327760393631 -0.30580247743344596 -0.4595094978024268 -0.07268437130074383 -0.21122382778326315 0.6322464253041554 -0.09059486296720003 0.13697978791595117 0.20163648583780636 0.28366466878054425 0.05024094721164885 0.3810592667474837 0.2753641802282944 -0.30132987923562604 -0.042816293533610626 -0.03589200315760006 -0.003015208346269325 0.22158778349844507 0.2074354591875181 0.18309259191153643 0.045337513650585234 0.05674573080595954 0.008253138172543376 0.23849425744550046 0.13623520692952723 -0.34776795129730975 -0.052763176378869826 0.13580052970252088 0.21639957673694496 -0.3616332354307841 0.035295757480642474 0.08996515145915637 0.03236405697850875 0.3814472835210203 0.31686351568743776 -0.1312579340152621 0.1648400011544744 -0.18519921502873668 -0.12210632673705141 0.0815748128011981 -0.21497187018811517 0.09104886950372008 -0.09955615864465284 0.14088398222871312 0.6358307505252945 -0.0313820534648297 0.11946791095897416 -0.3665200894336443 -0.05945538987748055 -0.30961378835955883 0.22526631536815225 0.0014787508496948757 -0.22978483680185466 -0.07205277745667277 -0.21986125315833632 0.1283889059882994 0.005940721111061591 0.145292472546373 0.9445321906579482 0.11977906310223393 -0.5687884134482355 -0.2063967760394791 -0.26598615043347257 0.014453150845245715 0.09639513926266269 0.002646676147197998 1.0 -0.1630797890554588 0.231497051841194 0.10905917368104623 -0.2906993022459828 -0.05033146869360703 0.23525986546533542 -0.18553438784778245 0.2834331758477726 -0.049313818188788064 -0.17251152050484833 0.009442116798352275 0.1926986981739307 -0.22517587712876477 -0.10192393794288399
attitude -0.8660124913084625 -0.4032814315194298 -0.00575743762682619 -0.5724037076291127 -1.539769890715043 -0.6845396877127821 0.6108654852398806 -0.5833481798105686 0.3855558429709849 0.29684479896174304 0.03460023919809722 -0.44989126830995047 -1.8449256389491162 -0.279691971693263 0.04277521376764682 -0.34471397054498615 0.1312264127782559 -0.17066867834493105 -0.34294103480184207 0.029405405002319685 0.35603902971285273 0.48917748419099477 0.060094077845318686 -0.3944574337882678 0.1606010846372669 -0.197159733989692 -0.10505652604290933 0.19238485141954073 -0.4046437328398266 0.23494085490601183 0.033619125072998454 0.7216639466773628 -0.4500549154454873 0.03535112133563243 -0.1805268227679287 -0.013543593535494334 0.3938094784831567 0.24950861004351785 -0.08305655166055703 0.20274873284410608 -0.42594520974017647 -0.20870576391666856 -0.9192907377164989 0.2909873107501185 -0.36400196578023336 -0.5071057443999887 0.3662015825750293 -0.2720999917108351 -0.5236928399506087 0.2136123197993936 -0.05973641273350526 0.1338364452686381 0.39863018241463977 -0.9414819336974898 0.32406686937357704 -0.6495702015053222 -0.2527330359112477 -0.518556867254187 -0.26724831473112964 -0.34750651798761284 -0.09886257404125075 -0.08650422695348933 -0.4143758371190249 0.10924197650310832 0.06154263227198871 -0.4660961287164557 -0.4806015402507309 0.08152257215590465 -0.8346330463863701 -0.9937773246367623 -0.1867298127747598 -0.02404925134784817 -0.22004508826372587 0.03399300418523366 0.1040036146352162 -0.5819342616741903 -0.243746879921479 0.29917256011845395 -1.4362447613369436 -0.5683985351667071 0.2988873640679249 -0.7355731445183545 -0.25239705354544983 0.008528490338178705 -0.12381701786356064 1.0 -0.06161599974320894 0.22677238254937293 -0.07356083340724551 -0.5681752713844384 0.3959799583398126 -0.09005823770847136 0.03777423618027618 0.24449115607810454 -0.3604787489767231 -0.018313356526378787 0.10091857982239306 -0.7104942303377404 -1.4965438488796354 0.07458430512644607
bag -0.42385528139250317 0.13775603791910307 0.14294823266753692 -0.2663302027470886 -0.2950490161814927 0.010535942998897877 -0.4195555560634508 -0.2701839382129783 0.4886482652610376 0.14785065891889368 -0.02779627944737686 -0.2518059602550118 -0.058783730227348285 -0.15515972560235775 -0.5363251812424862 0.28607518879204086 0.11961676826032525 -0.04995556630517824 0.20116784888944525 -0.06057213441515305 0.7528645219296304 0.2183713094254793 -0.08866703603368586 -0.27784556602649957 0.6812741486863005 0.17951793862199292 -0.01179409855220901 -0.480295008424448 0.3867966159206604 -0.3344430252374414 -0.014244652474060468 1.0 0.047237302334455555 -0.29840642943086104 -0.09244194015137201 0.003068722468479989 0.2662584006880107 -0.3150766510772528 0.03376865614344057 -0.201800175398239 -0.05410887582959696 -0.1283352367741925 -0.14435724733979635 0.013312675250338597 -0.16535971576875266 0.25931781175859425 0.7171519908498106 -0.24288308862509095 0.24780529430692538 0.018842760244778618 0.371156198585798 -0.055297418120444496 0.19861385415942373 -0.779280631631751 -0.4073787798902875 0.16103497645171888 -0.3270188390026434 -0.07810556577134235 0.2250426760355328 0.03805453701590794 0.003753867647796488 -0.006496023163491424 0.048049691697270795 0.633973283529578 0.24175931331420478 -0.5761609644661448 -0.10825144670884483 0.23568547922069366 -0.15963642471814532 -0.975323097808418 0.001273343164518079 -0.1659828827438454 0.23565197947393868 -0.3419887535865183 0.17804344437645636 -0.47373572183793117 -0.18960270310773963 0.8480331780508956 -0.4760205447687652 -0.15919057053559815 -0.2442708642170677 -0.23221619196755505 0.20227404794696008 -0.07653361986316846 -0.06348613630145344 0.6606377277255315 -0.47365079377801694 0.2882244759392094 -0.3328031353792136 -0.3254664528590035 0.041314862489437616 -0.24682080763418032 -0.07208005497120148 0.06335670727614524 -0.08854667820657333 -0.2112627086102712 -0.07587524058421254 -0.29347811732725543 -1.1344341106481723 0.2913563174338885
