word e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20 e21 e22 e23 e24 e25 e26 e27 e28 e29 e30 e31 e32 e33 e34 e35 e36 e37 e38 e39 e40 e41 e42 e43 e44 e45 e46 e47 e48 e49 e50 e51 e52 e53 e54 e55 e56 e57 e58 e59 e60 e61 e62 e63 e64 e65 e66 e67 e68 e69 e70 e71 e72 e73 e74 e75 e76 e77 e78 e79 e80 e81 e82 e83 e84 e85 e86 e87 e88 e89 e90 e91 e92 e93 e94 e95 e96 e97 e98 e99 e100 e101 e102 e103 e104 e105 e106 e107 e108 e109 e110 e111 e112 e113 e114 e115 e116 e117 e118 e119 e120 e121 e122 e123 e124 e125 e126 e127 e128 e129 e130
he 0.49971880347125297 0.6620133026559981 0.5200620475834767 0.5014935629049153 0.5541917703669624 0.58269817828518 0.5721190713585916 0.560534751676175 0.5605386251608715 0.6046340830880325 0.594015338398508 0.6029586191580709 0.6619523532038294 0.62452568013749 0.6340973997030955 0.5706092449301678 0.5354093000283968 0.5328085727365021 0.5445207251625598 0.5632149311186706 0.5616948935555799 0.5471130295903682 0.6339583290689087 0.6457985621179323 0.6187734188437527 0.5723420146839714 0.5932094845066973 0.5896704509362138 0.5850619455294142 0.5234639256319745 0.5086727939803113 0.4341415100079831 0.5278674523197042 0.4998616404971497 0.5252621325035194 0.595623386955234 0.5326328538743957 0.5764197100624493 0.5657883102325711 0.5224043467710872 0.29744795945393304 0.5789213155712674 0.6737566051289305 0.6488025496903829 0.6273583199896563 0.683546580580036 0.6410896549290668 0.6701443452562249 0.6062038413754917 0.5289238656155566 0.4643694747183887 0.3967038786523199 0.4420817928582094 0.5094474567775014 0.5758355819318645 0.6038592464426533 0.6176752941974591 0.6277377397995888 0.5324541056495502 0.5328632738686109 0.538208319929554 0.5541595370077999 0.4367117731503445 0.4558929519229465 0.4472551074901417 0.46157109742210073 0.3886788257374819 0.435315894067446 0.4856786927637037 0.47858267907003055 0.49495084083258767 0.4893110358392394 0.4363049577938295 0.4162521785768895 0.5265373534812002 0.4350843150514513 0.444310388045286 0.4749292830518404 0.48282029908153845 0.4818662625545891 0.4872487535569932 0.49468464177790344 0.4565582568853339 0.44236752009716146 0.4552330588334413 0.45925590238193137 0.44826531969384154 0.4636553514671417 0.47099327925075224 0.48484785519347334 0.4749403920855385 0.47281967686887183 0.508255007730503 0.4431769895787373 0.45460646223058576 0.43205981750243777 0.48340002485171296 0.4714645475899367 0.48197507201553424 0.49712724978250367 0.4350389762150442 0.4416969165175725 0.4430474121663386 0.47273473511747666 0.47987689492429675 0.46670385864170094 0.4717769862441762 0.6793464259452469 0.5092589452947658 0.5310003425750687 0.5701573079185954 0.6257309194291726 0.5455627201997427 0.46504189176819594 0.3989011621204523 0.4988876506421766 0.4508935726068132 0.4930086836305667 0.5369166724008108 0.5999501241033931 0.5770787813797023 0.5202798936777281 0.44546479475009576 0.514271392595498 0.5492017369715723 0.5358658837270068 0.5793987617342993 0.6273391626918774 0.539040557711927 0.47373447527676016
was 0.544083523119536 0.6748953330859929 0.5084509678512794 0.43726406946596874 0.490069799575493 0.5479187987283588 0.5392781308615479 0.5360505740849619 0.5417620934675704 0.5947325312937862 0.5895084794793692 0.5989975310992857 0.6419978073361517 0.6011040455009334 0.6073546460722737 0.5358185774050865 0.48116712280812285 0.4779336375100242 0.47020263249232547 0.4953483362713588 0.5104751745121224 0.49626809242984343 0.5974350062562148 0.6134180693801546 0.5856182647623536 0.5473124899481172 0.5676564051915309 0.5606321693899801 0.546373891916576 0.47279982944245375 0.4479972918904612 0.37729983970514436 0.5682471708341987 0.5040653989747937 0.49854429096255337 0.5638496548978761 0.4988343114977059 0.5447510709701575 0.5602794614229755 0.5297719721530383 0.2863052192833716 0.573969631517954 0.669529010612157 0.6386619748398467 0.6163059257778383 0.6893467861417224 0.648004607359174 0.6729489888305725 0.6005889641726655 0.5221730628560473 0.4630166870211898 0.4288516838245826 0.47052535984671157 0.5331306262190594 0.5970665172287807 0.6258510588217705 0.6331094281953116 0.6406712379370194 0.5562018022533385 0.5607333156775549 0.5710061195116074 0.5891525045075254 0.4729874850869872 0.49852412033058124 0.49092595452454685 0.5041975176876986 0.4147010151899136 0.4706776269054808 0.5196997054196059 0.5114591335916325 0.5269858233276302 0.5126851049551802 0.4650061109086535 0.44962701608523375 0.5549831724266245 0.46844793968867865 0.4715640600497237 0.4997265315131312 0.5028232767288844 0.501820983504232 0.5085496258299632 0.5161190925226212 0.47839328668844805 0.46786633510357845 0.4852890877844963 0.4908479970676462 0.4911047604663416 0.5050341158623859 0.5074379245451786 0.51501122737884 0.5047368483472714 0.5016834148651292 0.5346459356143316 0.4772726835527251 0.48587361498018494 0.46640269397850864 0.5301778207887544 0.5171921407101029 0.5178895555774479 0.5387749004320281 0.476869485065569 0.4796374477016861 0.4790898089800886 0.5129241660206296 0.5235551292023584 0.5145964893870807 0.522704391692333 0.705982376816784 0.549543738359433 0.5641449588458146 0.598255484403485 0.6264371359482424 0.5399024760378479 0.4944883950872565 0.43356187302526294 0.535103103344138 0.5025151012205503 0.5350324591376252 0.57633364936735 0.6278376394581248 0.6107606678201205 0.5508744195595138 0.46176786351752397 0.5211454004893231 0.5521323351735706 0.5408782245588756 0.5855997896623005 0.6239581501352048 0.5362285347523645 0.45530842262326526
an 0.5512638338469982 0.6687402998861127 0.4729140133804251 0.4395359939969605 0.5061715431220323 0.6027518825764643 0.5731083741200865 0.5067580452309621 0.49851851148709814 0.5068579492358514 0.5040683188933327 0.5292570190100078 0.536284244052044 0.4914318127847169 0.5346538240118401 0.4663645519514728 0.4386582623607506 0.4571113885979173 0.46253118785890407 0.45666754380560187 0.4435992447955433 0.39077103734360064 0.5050705521488064 0.5163736782110087 0.4887645780154849 0.4455779782319952 0.4688861855967994 0.4233152493107221 0.441412001501165 0.39568796165319986 0.35915598594888254 0.34218898291194644 0.5404586498539308 0.40192170466856336 0.4422128269792655 0.5284205669240105 0.45046485202415926 0.46348240790263495 0.5184335530005919 0.4613956159007511 0.2513562682511932 0.5079355701175202 0.6290721904616879 0.6048390078148207 0.5943789735908498 0.6651750974058276 0.6340729032419146 0.6691595678903275 0.6247929501163751 0.5503502705750885 0.43532404727114066 0.4158333877331599 0.46725033093953694 0.5327027617551738 0.6091662687179159 0.6148802260227861 0.6314515478940552 0.6316210301809291 0.5576070263197591 0.5636270967391591 0.5902065121277811 0.6270526974801445 0.487211956826856 0.5176591819349203 0.5096795231088247 0.522470669248318 0.46050202787746763 0.5197321434612896 0.5517684051997995 0.5296290755737904 0.5255146817611518 0.550502483830288 0.48149620368965373 0.47515837430564867 0.5824896628892181 0.4920924295222895 0.5164127663863437 0.5336172411054956 0.5419511758673945 0.5462341511961234 0.5439530158565297 0.5418257376864251 0.5145783733895309 0.4966599520277281 0.5288368986428713 0.5478721753362079 0.5397862260327458 0.5485911341552459 0.5204896401774626 0.547104792880366 0.5161163046815069 0.5267253013924676 0.5707925193518878 0.491779577831949 0.4969391193446631 0.48192695377504213 0.5330292831944153 0.5375043003290992 0.590465662083934 0.6061844917684531 0.5000002498807268 0.5000148542056572 0.48515150499646914 0.522801435368746 0.5325975063450603 0.5234222758661122 0.5912628906588974 0.7484915751739889 0.617802428524973 0.6033216981339679 0.6284125525940651 0.6627504150233023 0.5974262215136947 0.562774226199781 0.5111988158105577 0.5729836694099204 0.5227583857196626 0.5370270315566003 0.5702782001765646 0.6123388503305387 0.6112169504402254 0.5754530376766118 0.5064017467825724 0.5911437721456625 0.5490782825660421 0.520646826766831 0.5364070376182031 0.57376056368858 0.4844656705341004 0.4216019462886012
old 0.5320227508733657 0.6579046067070047 0.4789843981699196 0.4286418258045574 0.46514525035725934 0.5089512422351651 0.5048977052316188 0.5087877143952647 0.5202639390344794 0.5723538407879896 0.5608902694137344 0.5816813708194747 0.6242591672910035 0.5889142771414685 0.5881830721214991 0.52882311499313 0.47732946806551463 0.46500086137105656 0.4643839890274307 0.4851786180305796 0.4945030523770533 0.48674837963052925 0.5942607907158532 0.602125665011621 0.5816296291406049 0.5336367350377654 0.5517776777443837 0.5396979831792761 0.5322196899246213 0.46744640223669437 0.4441493816194671 0.3697195450644445 0.5616619265164683 0.49276111692247115 0.49406033314069064 0.5594204960896391 0.48348517094238674 0.5326841605118307 0.5310298459551149 0.4953062027933728 0.27932209001315556 0.5601958762373948 0.6635451838944115 0.6325818829804426 0.6128139376476407 0.7003310223775291 0.6588027073643005 0.6926351752879842 0.6159802016280119 0.5447804845508357 0.45982048059550845 0.42394451631665586 0.47827030049995023 0.5506337763646072 0.6191589099639737 0.644856839258019 0.6566098175122644 0.664910948851582 0.5824134149075673 0.5860091760203658 0.5971609810648547 0.6126760703410352 0.4986398882905357 0.5075947066737659 0.48890397083729503 0.5160125798132786 0.43174988749347026 0.4955760553936264 0.5478783832936102 0.5412895683600619 0.5590234343767594 0.5556658856010916 0.49909129859046225 0.4758401218669329 0.5694246303274845 0.4815138245317963 0.49788569558150625 0.530083651684071 0.5353634753409059 0.5397072727755665 0.5421084915838494 0.547977983213615 0.5067686847541828 0.4905962190757943 0.507270548470642 0.5125083119541308 0.5057404197657291 0.530947290054179 0.5307572874912869 0.5451330895154621 0.5318851758119054 0.5300250443518228 0.5657923223735979 0.5042456743337592 0.5149584190823955 0.4923274764418222 0.5274051270506767 0.5259570248060016 0.5482599327505334 0.5706180564036686 0.5038913333270445 0.5075817064948729 0.5023838865683439 0.5300254923541938 0.5391036486895155 0.5278453803581992 0.5440515737286853 0.7165107232314947 0.5697729982602319 0.5606031111052361 0.5871739779836332 0.599672839410133 0.5163484217180483 0.5022105622791626 0.446416313585605 0.5409960341947597 0.503488948369566 0.5380364470601559 0.5782085960096871 0.6179461709258899 0.6006013924208755 0.5375761401327752 0.4445944660080992 0.507930455503394 0.5193744825016268 0.5095616965055637 0.5663331308104302 0.6133930092568775 0.5394230334705639 0.47209504395537394
man 0.5008834826994094 0.6386200737439981 0.48423773130572334 0.4558328427406476 0.531567078653034 0.5637180065169288 0.5745587744695013 0.580287072942403 0.5932811264057056 0.6375279119957754 0.6350540966490799 0.6350447246065967 0.6769998935140458 0.6442228947600154 0.6488564273207996 0.5765989160037022 0.5350330665541645 0.5241608831398535 0.514447902405244 0.534425986216145 0.551151485436091 0.5421491536488962 0.6402178741544429 0.6501789839707888 0.6302108150185928 0.5794798130916357 0.6000738146099482 0.5913282609068323 0.5791109833520035 0.5173711983170217 0.4916170779110919 0.40774211130414045 0.5211664853515563 0.48350238957696556 0.5290500178452224 0.5855874697625547 0.5287947016565363 0.5846757129720341 0.5797011437540606 0.5321503394436059 0.30500235385156355 0.6046154830972656 0.6992396715766144 0.6701602948282642 0.642825680436003 0.7236714984957955 0.6797686351726375 0.6991474236258516 0.6166214774394575 0.5417722120437564 0.45463056109613054 0.39394337892055475 0.44457093137755843 0.5271726026791068 0.6109025395160451 0.6451960077414491 0.6638045257784612 0.6738627714703289 0.5832163877420186 0.5825612398099215 0.5852114798645113 0.5889712342910993 0.4598252783988916 0.47135798712656357 0.4523671448118057 0.48107742258769437 0.4122071353743962 0.4719830194390678 0.5311518749086462 0.5307294582433082 0.5554387332716009 0.5416328505480508 0.49035870301727846 0.4658148986836873 0.5436816811015304 0.46837982543850004 0.4848733526157121 0.5206838337166313 0.528158789396091 0.5329053966127378 0.5395544739203488 0.5454075452851104 0.5025673629689761 0.483909891740112 0.49277066691153826 0.48784085400938426 0.4740005276722097 0.49046324316558143 0.5080486849161574 0.5289004810965844 0.526247086979986 0.528641284933144 0.5647241140339139 0.5085293620955553 0.5145189619665075 0.48423553013915993 0.48956295268494865 0.4718389858455433 0.5163596451768913 0.5404327666371018 0.49505039896126907 0.5093775031627868 0.5115871224155474 0.5457483546853784 0.5553474984870577 0.5399415533630648 0.5218566802687021 0.7017179163946925 0.5251642405009801 0.5237630090779323 0.5594123700293322 0.5928384302936115 0.5238169597312193 0.4796789580883981 0.4322777610738992 0.5558136626990773 0.5310103764214519 0.571119931789207 0.6136438921387701 0.6716195286974581 0.6579259498462233 0.5959633475089362 0.4953723680562151 0.5458031316006217 0.594849312947426 0.5813311319642009 0.6298078166349202 0.6771908283230155 0.5603882271505125 0.49132583010532394
who 0.4075702593732464 0.6118158825410104 0.5011650278489574 0.5123415175191273 0.538290533720166 0.5896668437022821 0.6187178493206952 0.6157891314842182 0.609868161473134 0.638625856014096 0.613339002612111 0.6024437139603532 0.6383410942221276 0.6119562704714131 0.6341244903397149 0.5880293400273936 0.5716696716895393 0.5509616302508532 0.5553798214392681 0.575111466882757 0.5314507285395453 0.5504522032239756 0.6144046903954117 0.6170645360277258 0.5754831814384581 0.5389317651923372 0.5616899372164206 0.5571249259179526 0.5715302598088869 0.46446967669952677 0.5012136630391175 0.4653339531450109 0.49516658772706945 0.4930096686834848 0.6156589078635977 0.6806246747849546 0.5801165983619214 0.6106509537281779 0.6262820017088798 0.5579071684553895 0.2657580412117845 0.5748724478859457 0.6322511828391352 0.6355316463810526 0.6472111516927515 0.6611582898070231 0.6155342628130819 0.6672772797633149 0.6355098390461525 0.5947784986871419 0.49603142537490236 0.3755789359030905 0.46939090916443954 0.5082338546333235 0.5851026449173587 0.5821805003750989 0.5879726998438667 0.5859827304230841 0.5022462760926456 0.49492214350875285 0.5181703550402156 0.5316613603642154 0.4091289673853857 0.4232360930224482 0.3833473541090763 0.4173372257326415 0.36591954189646136 0.42250880840035465 0.46386098329039993 0.4569173256479595 0.4695379207064568 0.4839652706407495 0.42474918414939034 0.40719523159121146 0.4871178047166068 0.41468521786487833 0.42490844456362936 0.46610135234132044 0.48182023077977865 0.4842211113971317 0.48910067014827213 0.49512321697085543 0.44357190233988575 0.4188059466084718 0.40822297165838084 0.39367665100730664 0.37857833978294125 0.38787106100594815 0.40202810218963225 0.43806492999593233 0.46194443754717557 0.4680672013141476 0.5184864615263549 0.4455601820645191 0.44965016981298167 0.413288409707512 0.40703286230085406 0.3811629711282083 0.4450018801646921 0.4573144286863246 0.39992834358045554 0.39967226980286213 0.41707294963790814 0.4344228855448449 0.4386879378650093 0.40834161320008694 0.4178649403421091 0.6433528050539873 0.41530487084750034 0.4570175671701083 0.4902798926455309 0.5646098448477149 0.5148203728900188 0.38663355340735317 0.325798455931592 0.46746727152890694 0.41281203130866323 0.4635095565941947 0.5054035161967271 0.5993505754043421 0.5834937703454639 0.5240761512410071 0.46611373019756763 0.5246319172891556 0.5955563862459519 0.579462271385954 0.6077914416770809 0.658661639589736 0.5144699801600757 0.4243200766844529
fished 0.3872686515324839 0.5744447573840396 0.5022999465857763 0.5344158614748332 0.5185849776979193 0.48582570727018765 0.5258931709072266 0.5217333604775996 0.4588646171097528 0.5044967066042635 0.47347636139528504 0.48381212614708563 0.5115546090555178 0.4969887289666145 0.548119679257904 0.49371399962316553 0.514901431395486 0.4633274575087563 0.5613311868666484 0.5872231445204942 0.542999402563139 0.5210192124811626 0.5445909343841251 0.5134336674161296 0.49350828221864135 0.47880743007822896 0.4939098829212434 0.5451072473827745 0.5443935309817485 0.5134259264127103 0.50060789327938 0.449938527445604 0.46828094136881915 0.3811793405898142 0.4499822275281058 0.5724889777841193 0.4838817934926486 0.5420283733558537 0.5176512614163363 0.4147780640624464 0.23382322479225195 0.46901820368564634 0.5600851063740956 0.5816868351391823 0.5871852697258608 0.5933770904829927 0.5457019749262226 0.6095301779957453 0.559333864296709 0.5067589685267213 0.4761427916623193 0.3211820650113945 0.42603502008408384 0.47312631183454573 0.5089118323847425 0.5550877562785878 0.542903128702305 0.5292992872635772 0.4571987016692698 0.4595440354820695 0.4732631388377993 0.4983816516914857 0.39094125418392595 0.40999868872273115 0.3646131690856749 0.386138614215785 0.3082100695560552 0.37372829544574954 0.4310473133161277 0.41932285254973384 0.42987158821585275 0.42000902062165085 0.3818741790279655 0.39495663347324667 0.47456283053005627 0.3842763190518663 0.3781150023576492 0.4171908883738816 0.43015322776515225 0.42168133542773706 0.43630767774835894 0.4544202290842706 0.4182324449377399 0.42183968065722527 0.4072300452405441 0.4068566105774545 0.3983067085851416 0.40863915428449693 0.4531928749325216 0.4227752146306937 0.4294318429189452 0.4337770110568907 0.45678560298846455 0.3931320298922874 0.4104562393525323 0.3497558671491971 0.363837797961082 0.3868099889370127 0.4441353659834599 0.4413979125302149 0.32969818654037814 0.3649480722450859 0.3602075627971574 0.37461916000049983 0.37826734560818076 0.3726590767504947 0.3668540320242069 0.6122667734961751 0.44614661209323625 0.4153131651314558 0.4511247422092436 0.5298210603279518 0.40478098269962015 0.35880494949749864 0.2907676707330255 0.38734600867317054 0.33946820164289876 0.38748438874962104 0.4453383246860925 0.4923945890819533 0.48308967641833167 0.4100150181442165 0.2664553740395057 0.37902309358505776 0.4623014310045674 0.42377945665684036 0.4589485623297242 0.4969867004510018 0.4254503618137878 0.39635991453343333
alone 0.5189672207257781 0.6370725092476075 0.4711257302070159 0.3888210675312764 0.49364788459261216 0.5410424066258762 0.530562459621444 0.48829424307259894 0.5350577544424208 0.5526962948641534 0.5769660371072586 0.5782638153754653 0.6113703008619256 0.5727855167659093 0.5410371057842797 0.45974748557519285 0.42066542070167146 0.4360970956676469 0.4213739812225846 0.40942994692341916 0.3985832994342672 0.36369324563314265 0.5017051869691004 0.521158828076636 0.5241756185950677 0.47181185949791515 0.4825541296275162 0.4510732356402475 0.3874469193263411 0.3677142340509622 0.3210588011864912 0.28348667007818773 0.5265456266252431 0.4523444395971847 0.3592317297342734 0.4430644761344306 0.34473640322861354 0.40978417447216686 0.47985893020658105 0.5141795108086327 0.2584105355492989 0.5199981185787566 0.584924240082028 0.5456212645514913 0.5064319218149201 0.6161671765425778 0.5726080529301041 0.5850973677585414 0.486212790824051 0.4537775292516369 0.3664446337538176 0.39094514843575345 0.415754696950754 0.45951999357048 0.5090426661476167 0.5527020178432703 0.5700698860054602 0.5839378745861071 0.5143943025635623 0.5190863891469576 0.5134275044036101 0.5264906321619548 0.42972151627975164 0.4668857488004977 0.4544790966087699 0.5037875594762132 0.40023019984884656 0.45846800706571106 0.48864582415075686 0.48717854559986334 0.5160515349617193 0.529453400895502 0.47904534545696487 0.45228619390209196 0.5509868480711893 0.47703100810162996 0.48565515301210843 0.5240087746914036 0.5275018164676117 0.522848178375338 0.5382250547277607 0.5565152988579636 0.5205775435685651 0.507430700689689 0.5172780974192912 0.5135448360420637 0.5030246481034526 0.5462452972972829 0.5377242728593609 0.5775958581547724 0.5462904591244252 0.5423084883907048 0.5687719219858784 0.5306532728436609 0.5482543782891716 0.5185046953707996 0.5056007022994 0.5569015590460379 0.6019731073932282 0.6046972067566592 0.5370736592734162 0.5276804623223649 0.5374052638865541 0.5712440977399356 0.5953965368730673 0.5837733026399642 0.5801236638573535 0.7561518521579353 0.635742302328972 0.5892608124992581 0.576591629923663 0.6091970703727931 0.564841630503243 0.5524447064349152 0.5127403190817249 0.598507207383778 0.5613286031825108 0.5880216892002817 0.6364199830278454 0.6634791954926474 0.652475122531199 0.6052236731431914 0.5444032066950452 0.6023096455632937 0.5916345940932627 0.5566101714259468 0.5896963009486537 0.6199232517017824 0.5585961198428075 0.47009358471967555
in 0.4737946753345389 0.6131190595482601 0.45304519167436297 0.42853081191212483 0.5332804751744452 0.6034099868159132 0.6038233261867929 0.5936981236141431 0.5983224405318348 0.6398230154505032 0.6360923723909905 0.6485619587683272 0.690532450387578 0.6507828723119823 0.6506213051437689 0.5850443235702316 0.5333193540437445 0.5320104358152163 0.4997883979123776 0.5279254038048714 0.5526734513556902 0.5415079438844363 0.6422940615042213 0.6574044498572384 0.6346314205370307 0.5840630354183801 0.6073739827134224 0.5850603443951323 0.570888231537477 0.49574186091066635 0.471454740779079 0.3904698727152974 0.4981321576361432 0.46495051471948723 0.4945645891065211 0.5607421448144735 0.5160429614753579 0.5567198093900524 0.5713672757570264 0.5372487920659059 0.30303596276802497 0.5860698512681967 0.6751852183293183 0.6519892940066112 0.6270621821579684 0.7048000772742493 0.6575313388071563 0.678115269313598 0.596796376145363 0.5144715318209625 0.44269240048473996 0.3830012243565209 0.4373407515556641 0.5128555890241191 0.5893912782003207 0.6269798397099441 0.6435449584642827 0.656841813531366 0.570267710994672 0.5678558951057171 0.5686323390853993 0.5765183916697737 0.4492947099825488 0.4536911233281832 0.4412920170602146 0.45857070060673333 0.39985789119888115 0.45936318539443144 0.5204927964096963 0.5195648341389485 0.5410064318798435 0.5301773462616111 0.4745675117474236 0.44900733549122374 0.5286120205245968 0.44974479860832334 0.47102216302576605 0.506261588123504 0.5159307461940346 0.5187409305737862 0.5277475404117551 0.5318076003555985 0.4902774161126404 0.46962911190058976 0.47577784801170797 0.47052239839405335 0.4504817710973961 0.4867999895437886 0.49904140854925766 0.5238252405844989 0.5183754344174764 0.5181047482347587 0.5531252220101016 0.49746611713872824 0.5041522087684973 0.4795858589899746 0.47221936395682335 0.47259735914665196 0.5175353404516948 0.5515461074962666 0.4940023073325461 0.5123514064898057 0.511126816226295 0.5531072676601823 0.5610484310878654 0.5457221484041646 0.5345510853046287 0.7161001918138875 0.5359439960208472 0.5357115081915508 0.5470799028305909 0.589158837585287 0.5510346106668483 0.5111294890858192 0.453718238883667 0.5611983910101922 0.5420229672712993 0.5768736432238661 0.6227457057175239 0.6816343531875422 0.6656182783402684 0.6136756822879397 0.5246664138515874 0.5726186527289722 0.6095697740233904 0.595189435826431 0.6379588507381448 0.6844782346944348 0.5849480185205638 0.5030773324929863
a 0.5207957266405658 0.6474012263379805 0.47546793762944467 0.41677059857492493 0.47641011845528597 0.5464316023445944 0.534225582155544 0.5147345338978768 0.518251908769214 0.566441369891959 0.5532249487040068 0.5699629924262809 0.6071398752528482 0.5761247058183018 0.5832931131321608 0.5148206343136311 0.4667181227425436 0.4637871688652003 0.449629665221719 0.46561462619301264 0.4950941066107684 0.4830256261047139 0.5822975846518067 0.5772628678563381 0.553267770990989 0.5076958115907713 0.5293181984973035 0.5269328093744862 0.5167904476437332 0.4341215407879671 0.39678069758762075 0.35019506385981153 0.5301299387338942 0.48623848493832916 0.46355313464309744 0.5373438420401226 0.45635066661263846 0.5140624037756168 0.5185240749678126 0.481018274368716 0.2656047900965791 0.5362907606948054 0.6308320103505326 0.6074652911463672 0.5869954123589991 0.6603039855089411 0.6188685622286489 0.6525488341979593 0.5763154204823896 0.5116022858477165 0.4460801442455263 0.4006067917810648 0.4447643730039096 0.5089892430167301 0.5701659598393727 0.5995185964284487 0.6111857892945676 0.6189569131336967 0.5371909155861189 0.5393933867058904 0.5397326213740016 0.5569832878874015 0.4477556723683627 0.46071095682022306 0.4875636826645048 0.4863726439298093 0.3911063170869179 0.4469283195093637 0.49816026982542577 0.4927849544231621 0.5165882974630986 0.5083368714893287 0.45875933660047735 0.4381236800840065 0.5427242356196902 0.4584308415197279 0.4649452903523122 0.5000371463256378 0.5046822639833553 0.5047996445619423 0.5181224437078761 0.5215196210077662 0.4856260831989047 0.470194011917672 0.48369085015285823 0.48956681702147536 0.4824849807826863 0.5094603771041126 0.5078521976792334 0.5240839208846765 0.511566274857035 0.5136438679930232 0.5452175894320573 0.49001126842007736 0.4966568665276021 0.47319915226934633 0.523260509916135 0.5104390050371457 0.536891510382895 0.5530994983884133 0.4789799579316729 0.48524901724363084 0.48578387662863165 0.5154222607133979 0.527389388200272 0.5195445492176812 0.5247958505555038 0.7162527782851955 0.558829072459547 0.5564531638161662 0.575414960696869 0.605781941583198 0.5401972477377733 0.5170924865694769 0.44344484711059734 0.5363778329828524 0.49472737172495157 0.5309607242822308 0.5714783208980742 0.6135099379181329 0.5974820661119982 0.5461785542860984 0.4622741437154376 0.5341309531773857 0.5359454072094137 0.5184614593390814 0.5666813082394228 0.6013208784197942 0.5091649490301733 0.4424760826361779
